Order Company,Branch Plant,Global Bulk Item,Bulk Item,2nd Item Number,Order Number,Next Status,Year,Month,Promised Ship Date,Ordered Quantity KGs,Revenue Business Unit,Customer Code,Customer Name,Global Parent,Global Parent Name,TM Name,Country Name,Ordered Quantity,Ordering Unit of Measure,Ordered Quantity LBs,Open Indicator
00010,        CIN2,MP498340R,MP498340R,MP498340R-PL,2638082,999,2026,3,2026-03-04 00:00:00,18.1437,10230,327399,"Coaterex - Columbus, OH",327399,"Coaterex - Columbus, OH",Dave Jeffers,United States,1.00,PL,40,N
00020,        AUBA,MP4983R,MP4983R.E,MP4983R.E-TO,25002094,999,2026,3,2026-03-04 00:00:00,19999.796,20230,334716,Nelipak (X) Derry GB,334790,Nelipak - Global Parent,Krist Vanderstiggel,United Kingdom,20.00,TO,44091.99999999999,N
00035,        MUM3,MF1306D,MF1306D.S,MF1306D.S-PD,2644695,999,2026,3,2026-03-05 00:00:00,16000,35230,317022,R.V. Business Centre-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00035,        MUM3,MF1406,MF1406.S,MF1406.S-PD,2644694,999,2026,3,2026-03-05 00:00:00,16000,35230,317198,A One Paper Impex-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00010,        CIN2,MFHS268,MFHS268,MFHS268-OP,2569143,999,2026,3,2026-03-06 00:00:00,16329.328000000001,10240,327947,"FMS Enterprises - Lincolnton, NC",352994,FMS Enterprises - Global Parent,Brendan Schloerb,United States,80.00,DR,36000,N
00020,        AUBA,MFP1883,MFP1883.E,MFP1883.E-PL,26000416,999,2026,3,2026-03-06 00:00:00,18,20230,288577,Apaco Grosshandel (X) Wien AT,290632,Apaco - Global Parent,Alexandre Pomes,Austria,1.00,PL,39.6832,N
00020,        AUBA,MP4983RAM,MP4983RAM.E,MP4983RAM.E-TO,26000128,999,2026,3,2026-03-06 00:00:00,8000,20230,155951,Amcor (X) Gent BE,290487,Amcor Flexibles - Global Parent,Krist Vanderstiggel,Belgium,8.00,TO,17636.98,N
00030,        SING,251194NX,251194NX.S,251194NX.S-PL,2645151,999,2026,3,2026-03-06 00:00:00,144,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,8.00,PL,317.4656,N
00010,        CINC,MP498340D,MP498340D,MP498340D,2638875,999,2026,3,2026-03-09 00:00:00,18407.088,10240,21944,"Saint Gobain - Albion, NY (East Avenue)",290179,Saint Gobain - Global Parent,Brendan Schloerb,United States,40580.00,LB,40580,N
00020,        AUBA,251379PX,251379PX.E,251379PX.E-PD,26000317,999,2026,3,2026-03-09 00:00:00,200,20230,308030,Keyser  Mackay (X) Dietikon CH,290511,K&M Switzerland - Global Parent,Marie-Annette Mahy,Switzerland,1.00,DR,440.9245,N
00020,        AUBA,251379PX,251379PX.E,251379PX.E-PL,26000317,999,2026,3,2026-03-09 00:00:00,54,20230,308030,Keyser  Mackay (X) Dietikon CH,290511,K&M Switzerland - Global Parent,Marie-Annette Mahy,Switzerland,3.00,PL,119.0496,N
00010,        CIN2,251194NX,251194NX,251194NX-PL,2646929,999,2026,3,2026-03-10 00:00:00,54.4311,10230,291971,"RTA (Soluciones del Futuro) - Miami, FL",291971,"RTA (Soluciones del Futuro) - Miami, FL",Dave Jeffers,United States,3.00,PL,120,N
00010,        CIN2,MP4983R,MP4983R,MP4983R-T3,2506171,999,2026,3,2026-03-10 00:00:00,18370.4925,10230,309311,"Amcor - Oshkosh, WI (N Main)",290487,Amcor Flexibles - Global Parent,Brad Durden,United States,15.00,TO,40500,N
00010,        CIN2,MP4983R,MP4983R,MP4983R-T3,2629072,999,2026,3,2026-03-10 00:00:00,3674.0985,10230,328339,"Pixelle - Spring Grove, PA",328585,Pixelle - Global Parent,Andrew Suski,United States,3.00,TO,8100,N
00010,        CIN2,MT242AF,MT242AF,MT242AF-PL,2642675,999,2026,3,2026-03-10 00:00:00,127.0059,10230,299103,"Capitol City Container - Indianapolis,IN",299103,"Capitol City Container - Indianapolis,IN",Moses Martinez,United States,7.00,PL,280,N
00020,        AUBA,MP4983R,MP4983R.E,MP4983R.E,26000233,999,2026,3,2026-03-10 00:00:00,22080,20230,296616,Sterimed (X) Amelie FR,327014,Sterimed - Global Parent,Marie-Annette Mahy,France,22080.00,KG,48677.568,N
00035,        MUM3,MF1204,MF1204.S,MF1204.S-TL,2643702,999,2026,3,2026-03-10 00:00:00,22000,35230,317984,Montage Enterprises - Noida,300957,Montage - Global Parent,Deepak Agarwal,India,22000.00,KG,48501.2,N
00035,        MUM3,MF1406,MF1406.S,MF1406.S-PD,2644538,999,2026,3,2026-03-10 00:00:00,72,35230,341004,CILICANT PRIVATE LIMITED,360325,CILICANT - Global Parent,Rohan Aranjo,India,72.00,KG,158.7312,N
00010,        CIN2,DPI8600,DPI8600,DPI8600-FD,2638874,999,2026,3,2026-03-11 00:00:00,204.1166,10230,287283,"Wausau Coated - Wausau, WI",290604,Wausau Coated - Global Parent,Dave Jeffers,United States,1.00,DR,450,N
00010,        CIN2,DPI8600,DPI8600,DPI8600-PL,2638874,999,2026,3,2026-03-11 00:00:00,72.5748,10230,287283,"Wausau Coated - Wausau, WI",290604,Wausau Coated - Global Parent,Dave Jeffers,United States,4.00,PL,160,N
00010,        CIN2,MFP1853R,MFP1853R,MFP1853R-PL,2643241,999,2026,3,2026-03-11 00:00:00,18.1437,10230,293866,"Mimir Flexo - Troy, MO",293866,"Mimir Flexo - Troy, MO",Jim McNally,United States,1.00,PL,40,N
00020,        AUBA,MP2960,MP2960.E,MP2960.E-TO,26000277,999,2026,3,2026-03-11 00:00:00,12000,20240,324185,Avient (X)  Geleen NL,309093,Avient - Global Parent,Philippe Chabanne,Netherlands,12.00,TO,26455.47,N
00020,        AUBA,MP48525R,MP48525R.E,MP48525R.E-PD,26000346,999,2026,3,2026-03-11 00:00:00,799.992,20230,346553,ITASA (X) ANDOAIN ES,346553,ITASA (X) ANDOAIN ES,Marie-Annette Mahy,Spain,4.00,DR,1763.68,N
00020,        AUBA,MP498340R,MP498340R.E,MP498340R.E-TO,26000319,999,2026,3,2026-03-11 00:00:00,7600,20220,337819,Henkel (X) Amsterdam NL,290122,Henkel - Global Parent,Luc Vanderstappen,Netherlands,8.00,TO,16755.1312,N
00020,        AUBA,MP4983R,MP4983R.E,MP4983R.E-TO,26000345,999,2026,3,2026-03-11 00:00:00,7999.9184,20230,68767,Pelta Medical (X) Cumbria GB,68767,Pelta Medical (X) Cumbria GB,Alexandre Pomes,United Kingdom,8.00,TO,17636.8,N
00020,        AUBA,PA845H,PA845H,PA845H-T2,26000068,999,2026,3,2026-03-11 00:00:00,3991.6132,20240,307541,Procotex (X) Plouay FR,349386,Procotex - Global Parent,Philippe Chabanne,France,4.00,TO,8800,N
00035,        MUM3,MF1306D,MF1306D.S,MF1306D.S-PD,2647326,999,2026,3,2026-03-11 00:00:00,16000,35230,317198,A One Paper Impex-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00035,        MUM3,MF1306D,MF1306D.S,MF1306D.S-PD,2647342,999,2026,3,2026-03-11 00:00:00,16000,35230,317022,R.V. Business Centre-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.600000000006,N
00035,        MUM3,MF1406,MF1406.S,MF1406.S-PD,2644696,999,2026,3,2026-03-11 00:00:00,16000,35230,317198,A One Paper Impex-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00035,        MUM3,MF1406,MF1406.S,MF1406.S-PD,2647325,999,2026,3,2026-03-11 00:00:00,16000,35230,317198,A One Paper Impex-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00010,        CIN2,MFHS268,MFHS268,MFHS268-OP,2569144,999,2026,3,2026-03-12 00:00:00,16329.328000000001,10240,327947,"FMS Enterprises - Lincolnton, NC",352994,FMS Enterprises - Global Parent,Brendan Schloerb,United States,80.00,DR,36000,N
00010,        CIN2,MP498340R,MP498340R,MP498340R-FD,2617643,999,2026,3,2026-03-12 00:00:00,6531.7312,10200,288399,Michelman New Material Shanghai Co Ltd,291477,Michelman Asia-Pacific - Global Parent,,China,32.00,DR,14400,N
00010,        CIN2,MP2960,MP2960,MP2960-T2,2623880,999,2026,3,2026-03-13 00:00:00,17962.2594,10240,311790,"Avient Protective Mat.- Greenville, NC",309093,Avient - Global Parent,Brendan Schloerb,United States,18.00,TO,39600,N
00010,        CIN2,PA845H,PA845H,PA845H-OP,2600862,999,2026,3,2026-03-13 00:00:00,4898.7984,10240,292816,"Mitsubishi Chemical - Sacramento, CA",333999,Mitsubishi Chemical F&C-Global Parent,Brendan Schloerb,United States,24.00,DR,10800,N
00020,        AUBA,251194NX,251194NX.E,251194NX.E-P1,26000467,999,2026,3,2026-03-13 00:00:00,960,20230,288577,Apaco Grosshandel (X) Wien AT,290632,Apaco - Global Parent,Alexandre Pomes,Austria,2.00,PA,2116.4376,N
00020,        AUBA,MP4983R,MP4983R.E,MP4983R.E-TO,26000128,999,2026,3,2026-03-13 00:00:00,7999.9184,20230,155951,Amcor (X) Gent BE,290487,Amcor Flexibles - Global Parent,Krist Vanderstiggel,Belgium,8.00,TO,17636.8,N
00034,        SHAN,MF1406,MF1406.S,MF1406.S-TL,2623485,999,2026,3,2026-03-13 00:00:00,1000,34230,338302,Guangzhou HengJiu-China,356313,Guangzhou HengJiu-Global Parent,"Wang,Lu( Leon)",China,1.00,TO,2204.6225,N
00034,        SHAN,PA845H,PA845H,PA845H-OP,2649652,999,2026,3,2026-03-13 00:00:00,1632.8,34240,345139,Youchuang New material-China,345139,Youchuang New material-China,Ethan Cheng,China,1632.80,KG,3599.67088,N
00035,        MUM3,MF1406,MF1406.S,MF1406.S-PD,2649929,999,2026,3,2026-03-13 00:00:00,16000,35230,317022,R.V. Business Centre-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00010,        CIN2,251194NX,251194NX,251194NX-PL,2646929,999,2026,3,2026-03-16 00:00:00,36.2874,10230,291971,"RTA (Soluciones del Futuro) - Miami, FL",291971,"RTA (Soluciones del Futuro) - Miami, FL",Dave Jeffers,United States,2.00,PL,80,N
00010,        CIN2,MFP1853R,MFP1853R,MFP1853R-FD,2645723,999,2026,3,2026-03-16 00:00:00,408.2332,10230,337052,"Utopia - Mukwonago,WI",290497,Utopia - Global Parent,Dave Jeffers,United States,2.00,DR,900,N
00010,        CIN2,MP4983R,MP4983R,MP4983R-T3,2638703,999,2026,3,2026-03-16 00:00:00,8572.896499999999,10230,290936,"Loparex - Hammond, WI",290137,Loparex - Global Parent,Brad Durden,United States,7.00,TO,18900,N
00020,        AUBA,251194NX,251194NX.E,251194NX.E-P1,26000461,999,2026,3,2026-03-16 00:00:00,960,20230,49118,Soconomar (X) Milano IT,290539,Soconomar - Global Parent,Krist Vanderstiggel,Italy,2.00,PA,2116.4376,N
00020,        AUBA,MFP1853R,MFP1853R.E,MFP1853R.E-PD,26000409,999,2026,3,2026-03-16 00:00:00,200,20200,312396,Michelman (X) Shanghai PC,291477,Michelman Asia-Pacific - Global Parent,,China,1.00,DR,440.9245,N
00020,        AUBA,MFP1853R,MFP1853R.E,MFP1853R.E-PL,26000413,999,2026,3,2026-03-16 00:00:00,198,20230,49118,Soconomar (X) Milano IT,290539,Soconomar - Global Parent,Krist Vanderstiggel,Italy,11.00,PL,436.5152,N
00030,        SING,MP4983R,MP4983R.S,MP4983R.S-PL,2651859,999,2026,3,2026-03-16 00:00:00,18,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,1.00,PL,39.6832,N
00035,        MUM3,MF1406,MF1406.S,MF1406.S-PD,2648860,999,2026,3,2026-03-16 00:00:00,16000,35230,317198,A One Paper Impex-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00035,        MUM3,MF1406,MF1406.S,MF1406.S-PD,2648861,999,2026,3,2026-03-16 00:00:00,16000,35230,317022,R.V. Business Centre-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.600000000006,N
00010,        CIN2,MT242AF,MT242AF,MT242AF-FD,2646950,999,2026,3,2026-03-17 00:00:00,646.3692,10230,22470,"Southeastern Ppbd - Piedmont, SC",22470,"Southeastern Ppbd - Piedmont, SC",Jim McNally,United States,3.00,DR,1425,N
00010,        CIN2,PA845H,PA845H,PA845H-KP,2646917,999,2026,3,2026-03-17 00:00:00,2400.4103999999998,10200,27237,Michelman Asia-Pac. - Singapore,291477,Michelman Asia-Pacific - Global Parent,,Singapore,12.00,DR,5292,N
00034,        SHAN,PA845H,PA845H,PA845H-OP,2652558,999,2026,3,2026-03-17 00:00:00,1632.8,34240,331921,Nantong Fuyuan-China,331921,Nantong Fuyuan-China,Ethan Cheng,China,1632.80,KG,3599.67088,N
00035,        MUM3,MF1406,MF1406.S,MF1406.S-PD,2649927,999,2026,3,2026-03-17 00:00:00,16000,35230,317198,A One Paper Impex-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00035,        MUM3,MF1406,MF1406.S,MF1406.S-PD,2649928,999,2026,3,2026-03-17 00:00:00,16000,35230,317198,A One Paper Impex-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00010,        CIN2,MFHS268,MFHS268,MFHS268-OP,2569145,999,2026,3,2026-03-19 00:00:00,16329.328000000001,10240,327947,"FMS Enterprises - Lincolnton, NC",352994,FMS Enterprises - Global Parent,Brendan Schloerb,United States,80.00,DR,36000,N
00020,        AUBA,PH00001A,PH00001A.E,PH00001A.E-TO,26000506,999,2026,3,2026-03-19 00:00:00,1000,20220,49118,Soconomar (X) Milano IT,290539,Soconomar - Global Parent,Luc Vanderstappen,Italy,1.00,TO,2204.6225,N
00010,        CIN2,MP498340R,MP498340R,MP498340R-T3,2654629,999,2026,3,2026-03-20 00:00:00,3538.0206000000003,10240,357599,"W.F. Taylor LLC-Dalton, GA",357599,"W.F. Taylor LLC-Dalton, GA",Samuel Hankins,United States,3.00,TO,7800,N
00020,        AUBA,MFP1853R,MFP1853R.E,MFP1853R.E-PD,26000490,999,2026,3,2026-03-20 00:00:00,1000,20200,312396,Michelman (X) Shanghai PC,291477,Michelman Asia-Pacific - Global Parent,,China,5.00,DR,2204.6225,N
00030,        SNG4,MF1406,MF1406.S,MF1406.S-PD,2621120,999,2026,3,2026-03-20 00:00:00,16000,30200,317300,Michelman Private Ltd,291477,Michelman Asia-Pacific - Global Parent,,India,16000.00,KG,35273.6,N
00035,        MUM3,MF1204,MF1204.S,MF1204.S-TL,2652639,999,2026,3,2026-03-20 00:00:00,22000,35230,317984,Montage Enterprises - Noida,300957,Montage - Global Parent,Deepak Agarwal,India,22000.00,KG,48501.2,N
00030,        SNG4,MF1406,MF1406.S,MF1406.S-PD,2621121,999,2026,3,2026-03-21 00:00:00,16000,30200,317300,Michelman Private Ltd,291477,Michelman Asia-Pacific - Global Parent,,India,16000.00,KG,35273.6,N
00030,        SNG4,MF1406,MF1406.S,MF1406.S-PD,2621122,999,2026,3,2026-03-22 00:00:00,16000,30200,317300,Michelman Private Ltd,291477,Michelman Asia-Pacific - Global Parent,,India,16000.00,KG,35273.6,N
00010,        CIN2,MED310,MED310,MED310-T2,2642641,999,2026,3,2026-03-23 00:00:00,1995.8066,10220,341503,3M PP SAN LUIS POTOSI Plant - Mexico,290059,3M - Global Parent,Bryan Fuka,Mexico,2.00,TO,4400,N
00035,        MUM3,MF1306D,MF1306D.S,MF1306D.S-PD,2655133,999,2026,3,2026-03-23 00:00:00,16000,35230,317022,R.V. Business Centre-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00035,        MUM3,MF1406,MF1406.S,MF1406.S-PD,2653407,999,2026,3,2026-03-23 00:00:00,16000,35230,317198,A One Paper Impex-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00035,        MUM3,MF1406,MF1406.S,MF1406.S-PD,2653408,999,2026,3,2026-03-23 00:00:00,16000,35230,317022,R.V. Business Centre-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00010,        CIN2,251194NX,251194NX,251194NX-PL,2650056,999,2026,3,2026-03-24 00:00:00,435.4488,10230,323912,"S-One/ Sarasota,FL(CORP OFFICE)",319906,S-One Labels - GLOBAL PARENT,Dave Jeffers,United States,24.00,PL,960,N
00010,        CIN2,251194NX,251194NX,251194NX-PL,2650057,999,2026,3,2026-03-24 00:00:00,435.4488,10230,323912,"S-One/ Sarasota,FL(CORP OFFICE)",319906,S-One Labels - GLOBAL PARENT,Dave Jeffers,United States,24.00,PL,960,N
00020,        AUBA,MP4983RHSA,MP4983RHSA.E,MP4983RHSA.E-TO,26000457,999,2026,3,2026-03-24 00:00:00,9499.903,20230,287412,"Sihl (X) Dueren, DE",287412,"Sihl (X) Dueren, DE",Krist Vanderstiggel,Germany,10.00,TO,20943.699999999997,N
00020,        AUBA,PH00017E,PH00017E.E,PH00017E.E-TO,26000479,999,2026,3,2026-03-24 00:00:00,2000,20220,352288,Vera (X) Irigny FR,309140,MacDermid - Global Parent,Luc Vanderstappen,France,2.00,TO,4409.245,N
00035,        MUM3,MF1204,MF1204.S,MF1204.S-TL,2655005,999,2026,3,2026-03-24 00:00:00,22000,35230,317984,Montage Enterprises - Noida,300957,Montage - Global Parent,Deepak Agarwal,India,22000.00,KG,48501.200000000004,N
00035,        MUM3,MF1306D,MF1306D.S,MF1306D.S-PD,2655131,999,2026,3,2026-03-24 00:00:00,16000,35230,317198,A One Paper Impex-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00035,        MUM3,MF1306D,MF1306D.S,MF1306D.S-PD,2655132,999,2026,3,2026-03-24 00:00:00,16000,35230,317198,A One Paper Impex-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00010,        CIN2,MP48525R,MP48525R,MP48525R-FD,2628219,999,2026,3,2026-03-25 00:00:00,215.4564,10230,323912,"S-One/ Sarasota,FL(CORP OFFICE)",319906,S-One Labels - GLOBAL PARENT,Dave Jeffers,United States,1.00,DR,475,N
00010,        CIN2,MP4983R,MP4983R,MP4983R-T3,2646919,999,2026,3,2026-03-25 00:00:00,7348.197,10230,21934,"ProAmpac - Neenah, WI",301399,ProAmpac - Global Parent,Brad Durden,United States,6.00,TO,16200,N
00010,        CIN2,MP4983R,MP4983R,MP4983R-T3,2647707,999,2026,3,2026-03-25 00:00:00,4898.798,10230,290936,"Loparex - Hammond, WI",290137,Loparex - Global Parent,Brad Durden,United States,4.00,TO,10800,N
00020,        AUBA,251194NX,251194NX.E,251194NX.E-P1,26000432,999,2026,3,2026-03-25 00:00:00,480,20230,336660,S-One Labels (X) Saarbruecken DE,319906,S-One Labels - GLOBAL PARENT,Laurence Vast,Germany,1.00,PA,1058.2188,N
00020,        AUBA,251194NX,251194NX.E,251194NX.E-P1,26000480,999,2026,3,2026-03-25 00:00:00,960,20230,297908,Dataline (X) Prague CZ,297908,Dataline (X) Prague CZ,Tomasz Machnik,Czech Republic,2.00,PA,2116.4376,N
00010,        CIN2,KHI205,KHI205,KHI205-FD,2648519,999,2026,3,2026-03-27 00:00:00,1292.7384,10220,23212,"KHI Coatings - Oxford, MI",23212,"KHI Coatings - Oxford, MI",Tim Baker,United States,6.00,DR,2850,N
00010,        CIN2,KHI340,KHI340,KHI340-FD,2648519,999,2026,3,2026-03-27 00:00:00,1224.6996,10220,23212,"KHI Coatings - Oxford, MI",23212,"KHI Coatings - Oxford, MI",Tim Baker,United States,6.00,DR,2700,N
00010,        CIN2,MP2960,MP2960,MP2960-T2,2547011,999,2026,3,2026-03-27 00:00:00,17962.2594,10240,311790,"Avient Protective Mat.- Greenville, NC",309093,Avient - Global Parent,Brendan Schloerb,United States,18.00,TO,39600,N
00020,        AUBA,201250PX,201250PX.E,201250PX.E-PL,26000484,999,2026,3,2026-03-27 00:00:00,36,20230,291539,Brigal  (X) NIGRAN ES,330997,Brigal - Global Parent,Laurence Vast,Spain,2.00,PL,79.3664,N
00020,        AUBA,251194NX,251194NX.E,251194NX.E-B1,26000492,999,2026,3,2026-03-27 00:00:00,19.9998,20230,291539,Brigal  (X) NIGRAN ES,330997,Brigal - Global Parent,Laurence Vast,Spain,1.00,B1,44.0919,N
00020,        AUBA,251194NX,251194NX.E,251194NX.E-P1,26000484,999,2026,3,2026-03-27 00:00:00,480,20230,291539,Brigal  (X) NIGRAN ES,330997,Brigal - Global Parent,Laurence Vast,Spain,1.00,PA,1058.2188,N
00030,        SING,MP4983R,MP4983R.S,MP4983R.S-PL,2660167,999,2026,3,2026-03-27 00:00:00,18,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,1.00,PL,39.6832,N
00030,        SING,PA845H,PA845H,PA845H-KP,2646907,999,2026,3,2026-03-27 00:00:00,2400.41,30240,333264,HoJoo Communication-Korea,333264,HoJoo Communication-Korea,Brandon Lee,South Korea,2400.41,KG,5291.943886,N
00030,        SNG4,MP4983R,MP4983R.S,MP4983R.S-PL,2647358,999,2026,3,2026-03-27 00:00:00,18,30200,300385,Michelman New Material - China,291477,Michelman Asia-Pacific - Global Parent,,China,1.00,PL,39.6832,N
00030,        SNG4,MP4983R,MP4983R.S,MP4983R.S-PL,2657201,999,2026,3,2026-03-27 00:00:00,18,30200,300385,Michelman New Material - China,291477,Michelman Asia-Pacific - Global Parent,,China,1.00,PL,39.6832,N
00030,        SNG4,PR5985,PR5985.S,PR5985.S,2659633,999,2026,3,2026-03-27 00:00:00,7150,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,7150.00,KG,15762.89,N
00035,        MUM3,MF1306D,MF1306D.S,MF1306D.S-PD,2658078,999,2026,3,2026-03-27 00:00:00,16000,35230,317198,A One Paper Impex-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00035,        MUM3,MF1306D,MF1306D.S,MF1306D.S-PD,2658079,999,2026,3,2026-03-27 00:00:00,16000,35230,317022,R.V. Business Centre-India,346703,A One R.V. - Global Parent,Deepak Agarwal,India,16000.00,KG,35273.6,N
00010,        CIN2,251194NX,251194NX,251194NX-PL,2647758,999,2026,3,2026-03-30 00:00:00,435.4488,10230,323912,"S-One/ Sarasota,FL(CORP OFFICE)",319906,S-One Labels - GLOBAL PARENT,Dave Jeffers,United States,24.00,PL,960,N
00010,        CIN2,DPI8600,DPI8600,DPI8600-FD,2658433,999,2026,3,2026-03-30 00:00:00,204.1166,10230,287283,"Wausau Coated - Wausau, WI",290604,Wausau Coated - Global Parent,Dave Jeffers,United States,1.00,DR,450,N
00010,        CIN2,MP498345N,MP498345N,MP498345N-FD,2632634,999,2026,3,2026-03-30 00:00:00,430.9128,10230,323912,"S-One/ Sarasota,FL(CORP OFFICE)",319906,S-One Labels - GLOBAL PARENT,Dave Jeffers,United States,2.00,DR,950,N
00010,        CIN2,UBD211,UBD211,UBD211-T3,2654629,999,2026,3,2026-03-30 00:00:00,3538.0206000000003,10240,356624,"Polycom Industries-Dalton, GA",356624,"Polycom Industries-Dalton, GA",Samuel Hankins,United States,3.00,TO,7800,N
00010,        CINC,MP498340D,MP498340D,MP498340D,2646916,999,2026,3,2026-03-30 00:00:00,18144,10240,21944,"Saint Gobain - Albion, NY (East Avenue)",290179,Saint Gobain - Global Parent,Brendan Schloerb,United States,40000.00,LB,40000,N
00020,        AUBA,251095NX,251095NX.E,251095NX.E-PL,26000494,999,2026,3,2026-03-30 00:00:00,18,20230,291539,Brigal  (X) NIGRAN ES,330997,Brigal - Global Parent,Laurence Vast,Spain,1.00,PL,39.6832,N
00020,        AUBA,251194NX,251194NX.E,251194NX.E-P1,26000582,999,2026,3,2026-03-30 00:00:00,480,20230,288577,Apaco Grosshandel (X) Wien AT,290632,Apaco - Global Parent,Alexandre Pomes,Austria,1.00,PA,1058.2188,N
00020,        AUBA,251194NX,251194NX.E,251194NX.E-PL,26000494,999,2026,3,2026-03-30 00:00:00,18,20230,291539,Brigal  (X) NIGRAN ES,330997,Brigal - Global Parent,Laurence Vast,Spain,1.00,PL,39.6832,N
00020,        AUBA,MF4915,MF4915.E,MF4915.E-TO,26000391,999,2026,3,2026-03-30 00:00:00,5600,20230,291650,Constantia (X) Weiden DE,297153,Constantia - Global Parent,Alexandre Pomes,Germany,7.00,TO,12345.886,N
