Branch Plant,Global Bulk Item,Bulk Item,2nd Item Number,Lot Number,Lot Number1,Supplier Lot Number,On Hand Date,Expiration Date Month,TIME
CINC,ME89640DE,ME89640DE,ME89640DE,4581887,4581887,"",2026-06-03 00:00:00,2027-06-03 00:00:00,2026-07-14 00:00:00
CINC,ME89640DE,ME89640DE,ME89640DE,4581887,4581887,"",2026-06-05 00:00:00,2027-06-03 00:00:00,2026-07-14 00:00:00
CIN2,ME89640DE,ME89640DE,ME89640DE-T2,4581887,4581887,"",2026-06-03 00:00:00,2027-06-03 00:00:00,2026-07-14 00:00:00
CIN2,ME89640DE,ME89640DE,ME89640DE-T2,4581887,4581887,"",2026-06-05 00:00:00,2027-06-03 00:00:00,2026-07-14 00:00:00
SING,ME90640,ME90640.S,ME90640.S,4578895,4578895,,2026-04-20 00:00:00,2027-04-19 00:00:00,2026-07-14 00:00:00
SING,ME90640,ME90640.S,ME90640.S,4578895,4578895,"",2026-04-19 00:00:00,2027-04-19 00:00:00,2026-07-14 00:00:00
SING,ME90640,ME90640.S,ME90640.S,4578895,4578895,"",2026-04-20 00:00:00,2027-04-19 00:00:00,2026-07-14 00:00:00
SING,ME90640,ME90640.S,ME90640.S,4579175,4579175,,2026-05-13 00:00:00,2027-04-21 00:00:00,2026-07-14 00:00:00
SING,ME90640,ME90640.S,ME90640.S,4579175,4579175,"",2026-04-21 00:00:00,2027-04-21 00:00:00,2026-07-14 00:00:00
SING,ME90640,ME90640.S,ME90640.S,4579175,4579175,"",2026-05-13 00:00:00,2027-04-21 00:00:00,2026-07-14 00:00:00
AUBA,ME91240G,ME91240G.E,ME91240G.E,4582741,4582741,"",2026-06-23 00:00:00,2027-06-23 00:00:00,2026-07-14 00:00:00
AUBA,ME91240G,ME91240G.E,ME91240G.E,4582741,4582741,"",2026-06-24 00:00:00,2027-06-23 00:00:00,2026-07-14 00:00:00
AUBA,ME91240G,ME91240G.E,ME91240G.E,4582741,4582741,"",2026-07-07 00:00:00,2027-06-23 00:00:00,2026-07-14 00:00:00
AUBA,ME91240G,ME91240G.E,ME91240G.E-TO,4582741,4582741,"",2026-06-23 00:00:00,2027-06-23 00:00:00,2026-07-14 00:00:00
AUBA,ME91240G,ME91240G.E,ME91240G.E-TO,4582741,4582741,"",2026-06-24 00:00:00,2027-06-23 00:00:00,2026-07-14 00:00:00
AUBA,ME91240G,ME91240G.E,ME91240G.E-TO,4582741,4582741,"",2026-07-07 00:00:00,2027-06-23 00:00:00,2026-07-14 00:00:00
CIN2,ME91240G,ME91240G.E,ME91240G.E-TO,4574078,4574078,"",2026-01-26 00:00:00,2027-01-26 00:00:00,2026-07-14 00:00:00
CIN2,ME91240G,ME91240G.E,ME91240G.E-TO,4574078,4574078,"",2026-01-27 00:00:00,2027-01-26 00:00:00,2026-07-14 00:00:00
CIN2,ME91240G,ME91240G.E,ME91240G.E-TO,4574078,4574078,"",2026-02-05 00:00:00,2027-01-26 00:00:00,2026-07-14 00:00:00
CIN2,ME91240G,ME91240G.E,ME91240G.E-TO,4574078,4574078,4574078,2026-04-13 00:00:00,2027-01-26 00:00:00,2026-07-14 00:00:00
CIN2,ME91240G,ME91240G.E,ME91240G.E-TO,4577261,4577261,"",2026-03-18 00:00:00,2027-03-18 00:00:00,2026-07-14 00:00:00
CIN2,ME91240G,ME91240G.E,ME91240G.E-TO,4577261,4577261,"",2026-04-29 00:00:00,2027-03-18 00:00:00,2026-07-14 00:00:00
CIN2,ME91240G,ME91240G.E,ME91240G.E-TO,4577261,4577261,4577261,2026-05-14 00:00:00,2027-03-18 00:00:00,2026-07-14 00:00:00
SING,ME91240G,ME91240G.S,ME91240G.S,4577797,4577797,"",2026-04-28 00:00:00,2027-04-28 00:00:00,2026-07-14 00:00:00
SING,ME91240G,ME91240G.S,ME91240G.S,4577815,4577815,"",2026-03-30 00:00:00,2027-03-30 00:00:00,2026-07-14 00:00:00
SING,ME91240G,ME91240G.S,ME91240G.S,4582473,4582473,"",2026-06-15 00:00:00,2027-06-15 00:00:00,2026-07-14 00:00:00
SING,ME91240G,ME91240G.S,ME91240G.S,4582917,4582917,,2026-06-20 00:00:00,2027-06-19 00:00:00,2026-07-14 00:00:00
SING,ME91240G,ME91240G.S,ME91240G.S,4582917,4582917,"",2026-06-19 00:00:00,2027-06-19 00:00:00,2026-07-14 00:00:00
SING,ME91240G,ME91240G.S,ME91240G.S,4582917,4582917,"",2026-06-20 00:00:00,2027-06-19 00:00:00,2026-07-14 00:00:00
SING,ME91240G,ME91240G.S,ME91240G.S,4583742,4583742,"",2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
MUM3,ME91240G,ME91240G.S,ME91240G.S-PD,4566266,4566266,,2025-08-15 00:00:00,2026-08-15 00:00:00,2026-07-14 00:00:00
MUM3,ME91240G,ME91240G.S,ME91240G.S-PD,4566266,4566266,"",2025-08-15 00:00:00,2026-08-15 00:00:00,2026-07-14 00:00:00
MUM3,ME91240G,ME91240G.S,ME91240G.S-PD,4566266,4566266,"",2025-10-21 00:00:00,2026-08-15 00:00:00,2026-07-14 00:00:00
SHAN,ME91240G,ME91240G.S,ME91240G.S-PD,4581051,4581051,,2026-05-25 00:00:00,2027-05-24 00:00:00,2026-07-14 00:00:00
SHAN,ME91240G,ME91240G.S,ME91240G.S-PD,4581051,4581051,"",2026-05-24 00:00:00,2027-05-24 00:00:00,2026-07-14 00:00:00
SHAN,ME91240G,ME91240G.S,ME91240G.S-PD,4581051,4581051,"",2026-05-25 00:00:00,2027-05-24 00:00:00,2026-07-14 00:00:00
SHAN,ME91240G,ME91240G.S,ME91240G.S-PD,4581051,4581051,"",2026-06-24 00:00:00,2027-05-24 00:00:00,2026-07-14 00:00:00
SHAN,ME91240G,ME91240G.S,ME91240G.S-PD,4581053,4581053,,2026-05-25 00:00:00,2027-05-24 00:00:00,2026-07-14 00:00:00
SHAN,ME91240G,ME91240G.S,ME91240G.S-PD,4581053,4581053,"",2026-05-24 00:00:00,2027-05-24 00:00:00,2026-07-14 00:00:00
SHAN,ME91240G,ME91240G.S,ME91240G.S-PD,4581053,4581053,"",2026-05-25 00:00:00,2027-05-24 00:00:00,2026-07-14 00:00:00
SHAN,ME91240G,ME91240G.S,ME91240G.S-PD,4581053,4581053,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
SNG4,ME91240G,ME91240G.S,ME91240G.S-PD,4582917,4582917,,2026-06-20 00:00:00,2027-06-19 00:00:00,2026-07-14 00:00:00
SNG4,ME91240G,ME91240G.S,ME91240G.S-PD,4582917,4582917,"",2026-06-19 00:00:00,2027-06-19 00:00:00,2026-07-14 00:00:00
SNG4,ME91240G,ME91240G.S,ME91240G.S-PD,4582917,4582917,"",2026-06-20 00:00:00,2027-06-19 00:00:00,2026-07-14 00:00:00
CINC,ME91735,ME91735,ME91735,4578047,4578047,"",2026-04-01 00:00:00,2027-04-01 00:00:00,2026-07-14 00:00:00
CINC,ME91735,ME91735,ME91735,4578047,4578047,"",2026-04-02 00:00:00,2027-04-01 00:00:00,2026-07-14 00:00:00
CINC,ME91735,ME91735,ME91735,4581889,4581889,"",2026-07-09 00:00:00,2027-07-09 00:00:00,2026-07-14 00:00:00
CINC,ME91735,ME91735,ME91735,4581889,4581889,"",2026-07-11 00:00:00,2027-07-09 00:00:00,2026-07-14 00:00:00
CIN2,ME91735,ME91735,ME91735-FD,4581889,4581889,"",2026-07-09 00:00:00,2027-07-09 00:00:00,2026-07-14 00:00:00
CIN2,ME91735,ME91735,ME91735-FD,4581889,4581889,"",2026-07-11 00:00:00,2027-07-09 00:00:00,2026-07-14 00:00:00
CIN2,ME91735,ME91735,ME91735-T3,4581889,4581889,"",2026-07-09 00:00:00,2027-07-09 00:00:00,2026-07-14 00:00:00
CIN2,ME91735,ME91735,ME91735-T3,4581889,4581889,"",2026-07-11 00:00:00,2027-07-09 00:00:00,2026-07-14 00:00:00
AUBA,ME91735,ME91735.E,ME91735.E,4575242,4575242,"",2026-03-18 00:00:00,2027-03-18 00:00:00,2026-07-14 00:00:00
AUBA,ME91735,ME91735.E,ME91735.E-PD,4566378,4566378,"",2025-08-28 00:00:00,2026-08-28 00:00:00,2026-07-14 00:00:00
AUBA,ME91735,ME91735.E,ME91735.E-PD,4566378,4566378,"",2025-09-01 00:00:00,2026-08-28 00:00:00,2026-07-14 00:00:00
AUBA,ME91735,ME91735.E,ME91735.E-PD,4566378,4566378,"",2025-09-02 00:00:00,2026-08-28 00:00:00,2026-07-14 00:00:00
AUBA,ME91735,ME91735.E,ME91735.E-PD,4566378,4566378,4566378,2025-09-01 00:00:00,2026-08-28 00:00:00,2026-07-14 00:00:00
AUBA,ME91735,ME91735.E,ME91735.E-PD,4574979,4574979,"",2026-02-10 00:00:00,2027-02-10 00:00:00,2026-07-14 00:00:00
AUBA,ME91735,ME91735.E,ME91735.E-PD,4574979,4574979,"",2026-04-15 00:00:00,2027-02-10 00:00:00,2026-07-14 00:00:00
AUBA,ME91735,ME91735.E,ME91735.E-PD,4575483,4575483,"",2026-03-11 00:00:00,2027-03-11 00:00:00,2026-07-14 00:00:00
AUBA,ME91735,ME91735.E,ME91735.E-PD,4575483,4575483,"",2026-03-12 00:00:00,2027-03-11 00:00:00,2026-07-14 00:00:00
AUBA,ME91735,ME91735.E,ME91735.E-PD,4575483,4575483,"",2026-05-13 00:00:00,2027-03-11 00:00:00,2026-07-14 00:00:00
AUBA,ME91735,ME91735.E,ME91735.E-PL,4575483//4904,4575483//4904,"",2026-05-26 00:00:00,2027-05-26 00:00:00,2026-07-14 00:00:00
AUBA,ME91735,ME91735.E,ME91735.E-TO,4575242,4575242,"",2026-03-18 00:00:00,2027-03-18 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575240,4575240,"",2026-02-27 00:00:00,2027-02-27 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575240,4575240,"",2026-05-28 00:00:00,2027-02-27 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575244,4575244,"",2026-03-02 00:00:00,2027-03-02 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575244,4575244,"",2026-03-03 00:00:00,2027-03-02 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575244,4575244,"",2026-04-23 00:00:00,2027-03-02 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575474,4575474,"",2026-03-03 00:00:00,2027-03-03 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575474,4575474,"",2026-03-04 00:00:00,2027-03-03 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575474,4575474,"",2026-04-23 00:00:00,2027-03-03 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575479,4575479,"",2026-03-04 00:00:00,2027-03-04 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575479,4575479,"",2026-05-09 00:00:00,2027-03-04 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575481,4575481,"",2026-03-17 00:00:00,2027-03-17 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575481,4575481,"",2026-06-23 00:00:00,2027-03-17 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575483,4575483,"",2026-03-11 00:00:00,2027-03-11 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575483,4575483,"",2026-03-12 00:00:00,2027-03-11 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4575483,4575483,"",2026-05-13 00:00:00,2027-03-11 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4576445,4576445,"",2026-02-19 00:00:00,2027-02-19 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4576445,4576445,"",2026-02-23 00:00:00,2027-02-19 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.E,ME91735.E-TO,4576445,4576445,"",2026-04-20 00:00:00,2027-02-19 00:00:00,2026-07-14 00:00:00
SING,ME91735,ME91735.S,ME91735.S,4573221,4573221,,2026-01-01 00:00:00,2027-01-01 00:00:00,2026-07-14 00:00:00
SING,ME91735,ME91735.S,ME91735.S,4573221,4573221,"",2026-01-01 00:00:00,2027-01-01 00:00:00,2026-07-14 00:00:00
SING,ME91735,ME91735.S,ME91735.S,4573221,4573221,"",2026-06-17 00:00:00,2027-01-01 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-PL,4566787,4566787,,2025-08-29 00:00:00,2026-08-29 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-PL,4566787,4566787,"",2025-08-29 00:00:00,2026-08-29 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-PL,4566787,4566787,"",2025-09-29 00:00:00,2026-08-29 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4573221,4573221,,2026-01-01 00:00:00,2027-01-01 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4573221,4573221,"",2026-01-01 00:00:00,2027-01-01 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4573221,4573221,"",2026-06-17 00:00:00,2027-01-01 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4577277,4577277,,2026-03-12 00:00:00,2027-03-12 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4577277,4577277,"",2026-03-12 00:00:00,2027-03-12 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4577277,4577277,"",2026-05-26 00:00:00,2027-03-12 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4578913,4578913,"",2026-04-07 00:00:00,2027-04-07 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4578913,4578913,"",2026-04-08 00:00:00,2027-04-07 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4578913,4578913,"",2026-05-26 00:00:00,2027-04-07 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4578918,4578918,,2026-04-28 00:00:00,2027-04-27 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4578918,4578918,"",2026-04-27 00:00:00,2027-04-27 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4578918,4578918,"",2026-04-28 00:00:00,2027-04-27 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4578918,4578918,"",2026-05-26 00:00:00,2027-04-27 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4579744,4579744,,2026-04-29 00:00:00,2027-04-28 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4579744,4579744,"",2026-04-28 00:00:00,2027-04-28 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4579744,4579744,"",2026-04-29 00:00:00,2027-04-28 00:00:00,2026-07-14 00:00:00
SHAN,ME91735,ME91735.S,ME91735.S-TL,4579744,4579744,"",2026-05-26 00:00:00,2027-04-28 00:00:00,2026-07-14 00:00:00
CINC,ME91735O,ME91735O,ME91735O,4570528,4570528,"",2025-11-06 00:00:00,2026-11-06 00:00:00,2026-07-14 00:00:00
CINC,ME91735O,ME91735O,ME91735O,4570528,4570528,"",2026-03-26 00:00:00,2027-03-26 00:00:00,2026-07-14 00:00:00
SING,ME92032,ME92032.S,ME92032.S,4561061,4561061,4561061,2025-04-30 00:00:00,2026-04-30 00:00:00,2026-07-14 00:00:00
SING,ME92040,ME92040.S,ME92040.S,4583752,4583752,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
SING,ME92040,ME92040.S,ME92040.S,4583752,4583752,"",2026-07-14 00:00:00,2027-07-14 00:00:00,2026-07-14 00:00:00
SING,ME92040,ME92040.S,ME92040.S,4583833,4583833,"",2026-07-14 00:00:00,2027-07-14 00:00:00,2026-07-14 00:00:00
SNG4,ME92040,ME92040.S,ME92040.S-PD,4581183,4581183,,2026-05-24 00:00:00,2027-05-24 00:00:00,2026-07-14 00:00:00
SNG4,ME92040,ME92040.S,ME92040.S-PD,4581183,4581183,"",2026-05-24 00:00:00,2027-05-24 00:00:00,2026-07-14 00:00:00
SNG4,ME92040,ME92040.S,ME92040.S-PD,4582827,4582827,,2026-06-26 00:00:00,2027-06-25 00:00:00,2026-07-14 00:00:00
SNG4,ME92040,ME92040.S,ME92040.S-PD,4582827,4582827,"",2026-06-25 00:00:00,2027-06-25 00:00:00,2026-07-14 00:00:00
SNG4,ME92040,ME92040.S,ME92040.S-PD,4582827,4582827,"",2026-06-26 00:00:00,2027-06-25 00:00:00,2026-07-14 00:00:00
SNG4,ME92040,ME92040.S,ME92040.S-PD,4582829,4582829,,2026-06-28 00:00:00,2027-06-25 00:00:00,2026-07-14 00:00:00
SNG4,ME92040,ME92040.S,ME92040.S-PD,4582829,4582829,"",2026-06-25 00:00:00,2027-06-25 00:00:00,2026-07-14 00:00:00
SNG4,ME92040,ME92040.S,ME92040.S-PD,4582829,4582829,"",2026-06-28 00:00:00,2027-06-25 00:00:00,2026-07-14 00:00:00
SING,ME92040,ME92040.S,ME92040.S-T2,4583752,4583752,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
SING,ME92040,ME92040.S,ME92040.S-T2,4583752,4583752,"",2026-07-14 00:00:00,2027-07-14 00:00:00,2026-07-14 00:00:00
SING,ME92040,ME92040.S,ME92040.S-T2,4583755,4583755,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
SING,ME92040,ME92040.S,ME92040.S-T2,4583755,4583755,"",2026-07-14 00:00:00,2027-07-14 00:00:00,2026-07-14 00:00:00
SING,ME92040,ME92040.S,ME92040.S-T2,4583758,4583758,"",2026-07-14 00:00:00,2027-07-14 00:00:00,2026-07-14 00:00:00
SNG4,ME92040,ME92040.S,ME92040.S-T2,4583524,4583524,,2026-07-09 00:00:00,2027-07-08 00:00:00,2026-07-14 00:00:00
SNG4,ME92040,ME92040.S,ME92040.S-T2,4583524,4583524,"",2026-07-08 00:00:00,2027-07-08 00:00:00,2026-07-14 00:00:00
SNG4,ME92040,ME92040.S,ME92040.S-T2,4583524,4583524,"",2026-07-09 00:00:00,2027-07-08 00:00:00,2026-07-14 00:00:00
CIN2,ME93135I,ME93135I,ME93135I,4573762,4573762,"",2026-01-07 00:00:00,2027-01-07 00:00:00,2026-07-14 00:00:00
CIN2,ME93135I,ME93135I,ME93135I,4581202,4581202,"",2026-05-20 00:00:00,2027-05-20 00:00:00,2026-07-14 00:00:00
CINC,ME93135M,ME93135M,ME93135M,4576895,4576895,"",2026-03-03 00:00:00,2027-03-03 00:00:00,2026-07-14 00:00:00
CINC,ME93135M,ME93135M,ME93135M,4576895,4576895,"",2026-03-04 00:00:00,2027-03-03 00:00:00,2026-07-14 00:00:00
CINC,ME93135M,ME93135M,ME93135M,4576895,4576895,"",2026-06-08 00:00:00,2027-03-03 00:00:00,2026-07-14 00:00:00
CIN2,ME93135M,ME93135M,ME93135M-KD,4573184,4573184,"",2026-01-02 00:00:00,2027-01-02 00:00:00,2026-07-14 00:00:00
CIN2,ME93135M,ME93135M,ME93135M-KD,4573184,4573184,"",2026-01-09 00:00:00,2027-01-02 00:00:00,2026-07-14 00:00:00
CIN2,ME93135M,ME93135M,ME93135M-PL,4576895,4576895,"",2026-03-03 00:00:00,2027-03-03 00:00:00,2026-07-14 00:00:00
CIN2,ME93135M,ME93135M,ME93135M-PL,4576895,4576895,"",2026-03-04 00:00:00,2027-03-03 00:00:00,2026-07-14 00:00:00
CIN2,ME93135M,ME93135M,ME93135M-PL,4576895,4576895,"",2026-06-08 00:00:00,2027-03-03 00:00:00,2026-07-14 00:00:00
CIN2,ME93135M,ME93135M,ME93135M-T3,4576895,4576895,"",2026-03-03 00:00:00,2027-03-03 00:00:00,2026-07-14 00:00:00
CIN2,ME93135M,ME93135M,ME93135M-T3,4576895,4576895,"",2026-03-04 00:00:00,2027-03-03 00:00:00,2026-07-14 00:00:00
CIN2,ME93135M,ME93135M,ME93135M-T3,4576895,4576895,"",2026-06-08 00:00:00,2027-03-03 00:00:00,2026-07-14 00:00:00
AUBA,ME93204,ME93204.E,ME93204.E,4583123,4583123,"",2026-07-01 00:00:00,2026-12-28 00:00:00,2026-07-14 00:00:00
AUBA,ME93204,ME93204.E,ME93204.E-TO,4583123,4583123,"",2026-07-01 00:00:00,2026-12-28 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235,4581409,4581409,"",2026-06-10 00:00:00,2027-06-10 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235,4581409,4581409,"",2026-06-11 00:00:00,2027-06-10 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235,4581409,4581409,"",2026-06-22 00:00:00,2027-06-10 00:00:00,2026-07-14 00:00:00
CINC,ME93235,ME93235,ME93235,4582632,4582632,"",2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CINC,ME93235,ME93235,ME93235,4582632,4582632,"",2026-07-08 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CINC,ME93235,ME93235,ME93235,4582632,4582632,"",2026-07-09 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235-FD,4581962,4581962,"",2026-06-27 00:00:00,2027-06-27 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235-FD,4581962,4581962,"",2026-06-29 00:00:00,2027-06-27 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235-FD,4582632,4582632,"",2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235-FD,4582632,4582632,"",2026-07-08 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235-FD,4582632,4582632,"",2026-07-09 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235-OP,4580640,4580640,"",2026-06-04 00:00:00,2027-06-04 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235-OP,4580640,4580640,"",2026-06-05 00:00:00,2027-06-04 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235-OP,4580640,4580640,"",2026-06-06 00:00:00,2027-06-04 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235-OP,4581962,4581962,"",2026-06-27 00:00:00,2027-06-27 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235-OP,4581962,4581962,"",2026-06-29 00:00:00,2027-06-27 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235-T3,4582632,4582632,"",2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235-T3,4582632,4582632,"",2026-07-08 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,ME93235,ME93235,ME93235-T3,4582632,4582632,"",2026-07-09 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
SING,ME93235,ME93235.S,ME93235.S,4583529,4583529,,2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
SING,ME93235,ME93235.S,ME93235.S,4583529,4583529,"",2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
SING,ME93235,ME93235.S,ME93235.S,4583529,4583529,"",2026-07-14 00:00:00,2027-07-14 00:00:00,2026-07-14 00:00:00
MUM3,ME93235,ME93235.S,ME93235.S-PD,4579345,4579345,,2026-04-21 00:00:00,2027-04-21 00:00:00,2026-07-14 00:00:00
MUM3,ME93235,ME93235.S,ME93235.S-PD,4579345,4579345,"",2026-04-21 00:00:00,2027-04-21 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4581271,4581271,,2026-05-20 00:00:00,2027-05-19 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4581271,4581271,"",2026-05-19 00:00:00,2027-05-19 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4581271,4581271,"",2026-05-20 00:00:00,2027-05-19 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4582369,4582369,,2026-06-15 00:00:00,2027-06-14 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4582369,4582369,"",2026-06-14 00:00:00,2027-06-14 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4582369,4582369,"",2026-06-15 00:00:00,2027-06-14 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4582371,4582371,,2026-06-15 00:00:00,2027-06-14 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4582371,4582371,"",2026-06-14 00:00:00,2027-06-14 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4582371,4582371,"",2026-06-15 00:00:00,2027-06-14 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4582995,4582995,,2026-07-07 00:00:00,2027-07-06 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4582995,4582995,"",2026-07-06 00:00:00,2027-07-06 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4582995,4582995,"",2026-07-07 00:00:00,2027-07-06 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4583529,4583529,,2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4583529,4583529,"",2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
SNG4,ME93235,ME93235.S,ME93235.S-PD,4583529,4583529,"",2026-07-14 00:00:00,2027-07-14 00:00:00,2026-07-14 00:00:00
AUBA,ME93235A,ME93235A.E,ME93235A.E,4582663,4582663,"",2026-06-18 00:00:00,2027-06-18 00:00:00,2026-07-14 00:00:00
AUBA,ME93235A,ME93235A.E,ME93235A.E,4582663,4582663,"",2026-06-22 00:00:00,2027-06-18 00:00:00,2026-07-14 00:00:00
AUBA,ME93235A,ME93235A.E,ME93235A.E,4582663,4582663,"",2026-06-23 00:00:00,2027-06-18 00:00:00,2026-07-14 00:00:00
AUBA,ME93235A,ME93235A.E,ME93235A.E-PL,4582663,4582663,"",2026-06-18 00:00:00,2027-06-18 00:00:00,2026-07-14 00:00:00
AUBA,ME93235A,ME93235A.E,ME93235A.E-PL,4582663,4582663,"",2026-06-22 00:00:00,2027-06-18 00:00:00,2026-07-14 00:00:00
