Branch Plant,Global Bulk Item,Bulk Item,2nd Item Number,WO Number,WO Status,Order Date,Start Date,Completed Date,Quantity Requested,Quantity Completed,Unit of Measure
AUBA,ST2637,ST2637.E,ST2637.E,4583473,35,2026-06-30 00:00:00,2026-07-15 00:00:00,,16500,0,KG
AUBA,ST2637,ST2637.E,ST2637.E-PD,4583474,20,2026-06-30 00:00:00,2026-07-16 00:00:00,,80,0,DR
CIN2,ST285,ST285,ST285,4583874,20,2026-07-07 00:00:00,2026-07-27 00:00:00,,26400,0,LB
CIN2,ST285,ST285,ST285-T2,4583875,20,2026-07-07 00:00:00,2026-07-28 00:00:00,,12,0,TO
AUBA,VAPCT2200,VAPCT2200.E,VAPCT2200.E,4583906,32,2026-07-08 00:00:00,2026-07-17 00:00:00,,9000,0,KG
AUBA,VAPCT2200,VAPCT2200.E,VAPCT2200.E-TO,4583907,20,2026-07-08 00:00:00,2026-07-17 00:00:00,,9,0,TO
CIN2,VAPCT501H,VAPCT501H,VAPCT501H,4583245,90,2026-06-24 00:00:00,2026-07-14 00:00:00,,43010,0,LB
CIN2,VAPCT501H,VAPCT501H,VAPCT501H,4583423,32,2026-06-29 00:00:00,2026-07-17 00:00:00,,43010,0,LB
CIN2,VAPCT501H,VAPCT501H,VAPCT501H,4583955,20,2026-07-08 00:00:00,2026-07-30 00:00:00,,43010,0,LB
CIN2,VAPCT501H,VAPCT501H,VAPCT501H-T3,4583246,20,2026-06-24 00:00:00,2026-07-15 00:00:00,,13,0,TO
CIN2,VAPCT501H,VAPCT501H,VAPCT501H-T3,4583425,20,2026-06-29 00:00:00,2026-07-18 00:00:00,,13,0,TO
CIN2,VAPCT501H,VAPCT501H,VAPCT501H-T3,4583956,20,2026-07-08 00:00:00,2026-07-31 00:00:00,,13,0,TO
CIN2,VAPCT501S,VAPCT501S,VAPCT501S,4582208,32,2026-06-03 00:00:00,2026-07-16 00:00:00,,43010,0,LB
CIN2,VAPCT501S,VAPCT501S,VAPCT501S,4583247,32,2026-06-24 00:00:00,2026-07-20 00:00:00,,43010,0,LB
CIN2,VAPCT501S,VAPCT501S,VAPCT501S,4583693,32,2026-07-02 00:00:00,2026-07-21 00:00:00,,43010,0,LB
CIN2,VAPCT501S,VAPCT501S,VAPCT501S,4583694,32,2026-07-02 00:00:00,2026-07-23 00:00:00,,43010,0,LB
CIN2,VAPCT501S,VAPCT501S,VAPCT501S,4583958,20,2026-07-08 00:00:00,2026-07-25 00:00:00,,43010,0,LB
CIN2,VAPCT501S,VAPCT501S,VAPCT501S,4583957,20,2026-07-08 00:00:00,2026-07-28 00:00:00,,43010,0,LB
CIN2,VAPCT501S,VAPCT501S,VAPCT501S-T3,4582210,20,2026-06-03 00:00:00,2026-07-17 00:00:00,,13,0,TO
CIN2,VAPCT501S,VAPCT501S,VAPCT501S-T3,4583248,20,2026-06-24 00:00:00,2026-07-21 00:00:00,,13,0,TO
CIN2,VAPCT501S,VAPCT501S,VAPCT501S-T3,4583695,20,2026-07-02 00:00:00,2026-07-22 00:00:00,,13,0,TO
CIN2,VAPCT501S,VAPCT501S,VAPCT501S-T3,4583696,20,2026-07-02 00:00:00,2026-07-24 00:00:00,,13,0,TO
CIN2,VAPCT501S,VAPCT501S,VAPCT501S-T3,4583959,20,2026-07-08 00:00:00,2026-07-27 00:00:00,,13,0,TO
CIN2,VAPCT501S,VAPCT501S,VAPCT501S-T3,4583960,20,2026-07-08 00:00:00,2026-07-30 00:00:00,,13,0,TO
CIN2,VAPLB437,VAPLB437,VAPLB437,4583825,32,2026-07-06 00:00:00,2026-07-15 00:00:00,,10000,0,LB
CIN2,VAPLB437,VAPLB437,VAPLB437,4583876,32,2026-07-07 00:00:00,2026-07-24 00:00:00,,10000,0,LB
CIN2,VB200,VB200,VB200,4583427,32,2026-06-29 00:00:00,2026-07-18 00:00:00,,35000,0,LB
CIN2,VB200,VB200,VB200-T3,4583428,20,2026-06-29 00:00:00,2026-07-20 00:00:00,,12,0,TO
AUBA,VBS0800,VBS0800.E,VBS0800.E,4584035,20,2026-07-10 00:00:00,2026-07-21 00:00:00,,9000,0,KG
AUBA,VBS0800,VBS0800.E,VBS0800.E-TO,4584036,20,2026-07-10 00:00:00,2026-07-22 00:00:00,,9,0,TO
SING,VC2050,VC2050.S,VC2050.S,4583763,32,2026-07-06 00:00:00,2026-07-15 00:00:00,,5000,0,KG
SING,VC2050,VC2050.S,VC2050.S,4583765,32,2026-07-06 00:00:00,2026-07-17 00:00:00,,5000,0,KG
SING,VC2050,VC2050.S,VC2050.S-T2,4583762,35,2026-07-06 00:00:00,2026-07-14 00:00:00,,5,0,TO
SING,VC2050,VC2050.S,VC2050.S-T2,4583764,20,2026-07-06 00:00:00,2026-07-15 00:00:00,,5,0,TO
SING,VC2050,VC2050.S,VC2050.S-T2,4583766,20,2026-07-06 00:00:00,2026-07-17 00:00:00,,5,0,TO
CIN2,VC2200W,VC2200W,VC2200W,4583429,32,2026-06-29 00:00:00,2026-07-17 00:00:00,,70000,0,LB
CIN2,VC2200W,VC2200W,VC2200W-T3,4583430,20,2026-06-29 00:00:00,2026-07-20 00:00:00,,25,0,TO
CINC,X1000H,X1000H,X1000H,4584206,20,2026-07-14 00:00:00,2026-07-22 00:00:00,,28000,0,LB
CINC,X1000H,X1000H,X1000H-FD,4584207,20,2026-07-14 00:00:00,2026-07-27 00:00:00,,24,0,DR
CINC,X1000H,X1000H,X1000H-UN,4584208,20,2026-07-14 00:00:00,2026-07-27 00:00:00,,32,0,DR
CIN2,X300AF,X300AF,X300AF,4584145,32,2026-07-13 00:00:00,2026-07-23 00:00:00,,44000,0,LB
CIN2,X300AF,X300AF,X300AF-FD,4584146,20,2026-07-13 00:00:00,2026-07-24 00:00:00,,24,0,DR
CIN2,X300AF,X300AF,X300AF-PL,4584209,35,2026-07-14 00:00:00,2026-07-16 00:00:00,,18,0,PL
CIN2,X300AF,X300AF,X300AF-T3,4584147,20,2026-07-13 00:00:00,2026-07-24 00:00:00,,12,0,TO
