Branch Plant,Global Bulk Item,Bulk Item,2nd Item Number,Commodity Class,Sub Class,Master Planning Family,Safety Stock,Shelf Life,Stock Type,GL Category,Leadtime Level,Leadtime MFG,Location,Lot Number,Status,Quantity On Hand,Primary UOM,Hard Commit,A1 Cost,B1 Cost,C1 Cost,C2 Cost,Lot Number1,Supplier Lot Number,On Hand Date,Expiration Date Month,TIME
SNG4,DPV9000,DPV9000.S,DPV9000.S-B1,"",POT,FCB,200,365,D,IN32,1,18,"",4578081,"",150,EA,0,$6910,$601,$741,$1235,4578081,"",2026-04-07 00:00:00,2027-03-20 00:00:00,2026-07-14 00:00:00
SNG4,DPV9000,DPV9000.S,DPV9000.S-B1,"",POT,FCB,200,365,D,IN32,1,18,"",4578081,"",150,EA,0,$6910,$601,$741,$1235,4578081,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
SNG4,DPV9000,DPV9000.S,DPV9000.S-B1,"",POT,FCB,200,365,D,IN32,1,18,"",4581918,"",194,EA,0,$8937,$777,$959,$1598,4581918,,2026-06-25 00:00:00,2027-06-10 00:00:00,2026-07-14 00:00:00
SNG4,DPV9000,DPV9000.S,DPV9000.S-B1,"",POT,FCB,200,365,D,IN32,1,18,"",4581918,"",194,EA,0,$8937,$777,$959,$1598,4581918,"",2026-06-10 00:00:00,2027-06-10 00:00:00,2026-07-14 00:00:00
SNG4,DPV9000,DPV9000.S,DPV9000.S-B1,"",POT,FCB,200,365,D,IN32,1,18,"",4581918,"",194,EA,0,$8937,$777,$959,$1598,4581918,"",2026-06-25 00:00:00,2027-06-10 00:00:00,2026-07-14 00:00:00
AUB2,DPV9200,DPV9200.E,DPV9200.E,"",L,FCB,0,365,D,IN32,1,10,LAMBERT,4582424,"",19860,KG,0,$32505,$812,$1980,$3033,4582424,"",2026-06-24 00:00:00,2027-06-24 00:00:00,2026-07-14 00:00:00
AUB2,DPV9200,DPV9200.E,DPV9200.E,"",L,FCB,0,365,D,IN32,1,10,LAMBERT,4582529,"",4378,KG,0,$7165,$179,$436,$669,4582529,"",2026-06-10 00:00:00,2027-06-10 00:00:00,2026-07-14 00:00:00
AUB2,DPV9200,DPV9200.E,DPV9200.E,"",L,FCB,0,365,D,IN32,1,10,LAMBERT,4582529,"",4378,KG,0,$7165,$179,$436,$669,4582529,"",2026-07-02 00:00:00,2027-06-10 00:00:00,2026-07-14 00:00:00
AUBA,DPV9200,DPV9200.E,DPV9200.E,"",L,FCB,0,365,M,IN32,1,7,ADG09,4582529,"",15,KG,0,$25,$1,$1,$2,4582529,"",2026-06-10 00:00:00,2027-06-10 00:00:00,2026-07-14 00:00:00
AUBA,DPV9200,DPV9200.E,DPV9200.E,"",L,FCB,0,365,M,IN32,1,7,ADG09,4582529,"",15,KG,0,$25,$1,$1,$2,4582529,"",2026-07-02 00:00:00,2027-06-10 00:00:00,2026-07-14 00:00:00
AUBA,DPV9200,DPV9200.E,DPV9200.E-B1,"",L,FCB,0,365,S,IN32,1,7,ADD15,4582529,"",180,KG,0,$325,$144,$18,$27,4582529,"",2026-06-10 00:00:00,2027-06-10 00:00:00,2026-07-14 00:00:00
AUBA,DPV9200,DPV9200.E,DPV9200.E-B1,"",L,FCB,0,365,S,IN32,1,7,ADD15,4582529,"",180,KG,0,$325,$144,$18,$27,4582529,"",2026-07-02 00:00:00,2027-06-10 00:00:00,2026-07-14 00:00:00
AUB2,DPV9200,DPV9200.E,DPV9200.E-P1,"",L,FCB,0,365,D,IN32,1,7,JOST,4582529,"",10080,KG,0,$17052,$8392,$1005,$1539,4582529,"",2026-06-10 00:00:00,2027-06-10 00:00:00,2026-07-14 00:00:00
AUB2,DPV9200,DPV9200.E,DPV9200.E-P1,"",L,FCB,0,365,D,IN32,1,7,JOST,4582529,"",10080,KG,0,$17052,$8392,$1005,$1539,4582529,"",2026-07-02 00:00:00,2027-06-10 00:00:00,2026-07-14 00:00:00
SING,DPV9200,DPV9200.S,DPV9200.S,"","",FCB,0,365,M,IN32,1,18,INCOMING,4583750,"",10,KG,0,$18,$1,$4,$8,4583750,,2026-07-13 00:00:00,2027-07-10 00:00:00,2026-07-14 00:00:00
SING,DPV9200,DPV9200.S,DPV9200.S,"","",FCB,0,365,M,IN32,1,18,INCOMING,4583750,"",10,KG,0,$18,$1,$4,$8,4583750,"",2026-07-10 00:00:00,2027-07-10 00:00:00,2026-07-14 00:00:00
SING,DPV9200,DPV9200.S,DPV9200.S,"","",FCB,0,365,M,IN32,1,18,INCOMING,4583750,"",10,KG,0,$18,$1,$4,$8,4583750,"",2026-07-13 00:00:00,2027-07-10 00:00:00,2026-07-14 00:00:00
SNG4,DPV9200,DPV9200.S,DPV9200.S-B1,"","",FCB,0,365,D,IN32,1,0,"",4583266,"",1,EA,0,$26,$3,$1,$0,4583266,,2026-07-06 00:00:00,2027-06-28 00:00:00,2026-07-14 00:00:00
SNG4,DPV9200,DPV9200.S,DPV9200.S-B1,"","",FCB,0,365,D,IN32,1,0,"",4583266,"",1,EA,0,$26,$3,$1,$0,4583266,"",2026-06-28 00:00:00,2027-06-28 00:00:00,2026-07-14 00:00:00
SNG4,DPV9200,DPV9200.S,DPV9200.S-B1,"","",FCB,0,365,D,IN32,1,0,"",4583266,"",1,EA,0,$26,$3,$1,$0,4583266,"",2026-07-06 00:00:00,2027-06-28 00:00:00,2026-07-14 00:00:00
SNG4,DPV9200,DPV9200.S,DPV9200.S-B1,"","",FCB,0,365,D,IN32,1,0,"",4583750,"",24,EA,0,$617,$68,$30,$5,4583750,,2026-07-13 00:00:00,2027-07-10 00:00:00,2026-07-14 00:00:00
SNG4,DPV9200,DPV9200.S,DPV9200.S-B1,"","",FCB,0,365,D,IN32,1,0,"",4583750,"",24,EA,0,$617,$68,$30,$5,4583750,"",2026-07-10 00:00:00,2027-07-10 00:00:00,2026-07-14 00:00:00
SNG4,DPV9200,DPV9200.S,DPV9200.S-B1,"","",FCB,0,365,D,IN32,1,0,"",4583750,"",24,EA,0,$617,$68,$30,$5,4583750,"",2026-07-13 00:00:00,2027-07-10 00:00:00,2026-07-14 00:00:00
CINC,DS10,DS10,DS10,SUR,SAN,REC,0,730,P,IN30,36,43,D0306B19,608779,"",121,LB,0,$702,$0,$0,$0,608779,A23061602,2024-04-05 00:00:00,2026-12-31 00:00:00,2026-07-14 00:00:00
AUBA,DS10,DS10.E,DS10.E,SUR,SAN,REC,0,730,P,IN30,65,0,ACD0307,617997,"",32,KG,0,$521,$0,$0,$0,617997,A25021066,2026-03-12 00:00:00,2027-02-03 00:00:00,2026-07-14 00:00:00
SING,DS10,DS10.S,DS10.S,SUR,SAN,REC,58.4,730,P,IN30,194,18,C01,617487,"",69,KG,0,$858,$0,$0,$0,617487,A25092217,2026-02-03 00:00:00,2027-09-18 00:00:00,2026-07-14 00:00:00
CINC,DTRM99,DTRM99,DTRM99,ADD,ADD,RRC,0,3650,P,IN30,1,38,LABCS,616737,"",17,LB,0,$12320,$0,$0,$0,616737,D2OR-24-84,2025-12-04 00:00:00,2034-10-18 00:00:00,2026-07-14 00:00:00
CINC,DTRM99,DTRM99,DTRM99,ADD,ADD,RRC,0,3650,P,IN30,1,38,LABCS,617760,"",30,LB,0,$22117,$0,$0,$0,617760,D20R-24-100,2026-02-23 00:00:00,2034-12-23 00:00:00,2026-07-14 00:00:00
CINC,DYNA4,DYNA4,DYNA4,"","",FRC,0,365,M,IN32,1,6,D0211,4583393,"",1014,LB,0,$497,$65,$230,$205,4583393,"",2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CINC,DYNA4,DYNA4,DYNA4,"","",FRC,0,365,M,IN32,1,6,D0211,4583393,"",1014,LB,0,$497,$65,$230,$205,4583393,"",2026-07-11 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CINC,DYNA4,DYNA4,DYNA4,"","",FRC,0,365,M,IN32,1,6,D0303C05,4580373,"",795,LB,0,$390,$51,$180,$161,4580373,"",2026-05-06 00:00:00,2027-05-06 00:00:00,2026-07-14 00:00:00
CINC,DYNA4,DYNA4,DYNA4,"","",FRC,0,365,M,IN32,1,6,D0303C05,4580373,"",795,LB,0,$390,$51,$180,$161,4580373,"",2026-05-08 00:00:00,2027-05-06 00:00:00,2026-07-14 00:00:00
CIN2,DYNA4,DYNA4,DYNA4-T2,"","",FRC,6600,365,D,IN32,1,10,F17,4583393,"",8800,LB,0,$5056,$671,$2072,$1862,4583393,"",2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,DYNA4,DYNA4,DYNA4-T2,"","",FRC,6600,365,D,IN32,1,10,F17,4583393,"",8800,LB,0,$5056,$671,$2072,$1862,4583393,"",2026-07-11 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,DYNA4,DYNA4,DYNA4-T2,"","",FRC,6600,365,D,IN32,1,10,F32,4583393,"",11000,LB,0,$6320,$838,$2591,$2328,4583393,"",2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,DYNA4,DYNA4,DYNA4-T2,"","",FRC,6600,365,D,IN32,1,10,F32,4583393,"",11000,LB,0,$6320,$838,$2591,$2328,4583393,"",2026-07-11 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,DYNOL604,DYNOL604,DYNOL604,SUR,SNI,RCB,0,1825,P,IN30,70,77,F1,619441,"",0,LB,0,$0,$0,$0,$0,619441,UR26128585,2026-06-24 00:00:00,2031-02-17 00:00:00,2026-07-14 00:00:00
CIN2,DYNOL604,DYNOL604,DYNOL604,SUR,SNI,RCB,0,1825,P,IN30,70,77,G360112A,619441,"",40,LB,0,$985,$0,$0,$0,619441,UR26128585,2026-06-24 00:00:00,2031-02-17 00:00:00,2026-07-14 00:00:00
AUBA,DYNOL604,DYNOL604.E,DYNOL604.E,SUR,SNI,RCB,0,1825,P,IN30,90,0,ACD0108,617441,"",7,KG,0,$376,$0,$0,$0,617441,UR25426545,2026-01-29 00:00:00,2031-01-28 00:00:00,2026-07-14 00:00:00
AUBA,DYNOL604,DYNOL604.E,DYNOL604.E,SUR,SNI,RCB,0,1825,P,IN30,90,0,ACD0108,619056,"",18,KG,0,$982,$0,$0,$0,619056,617836,2026-05-26 00:00:00,2031-05-25 00:00:00,2026-07-14 00:00:00
CINC,E107,E107,E107,PVO,PVO,REC,0,1825,P,IN30,10,17,D0308A05,607524,"",1175,LB,0,$3866,$0,$0,$0,607524,P042330331,2024-01-03 00:00:00,2028-03-03 00:00:00,2026-07-14 00:00:00
AUB2,E107,E107.E,E107.E,PVO,PVO,REC,1920,1825,P,IN30,30,0,JOST,618597,"",1250,KG,0,$5375,$0,$0,$0,618597,0000012390,2026-04-20 00:00:00,2030-07-29 00:00:00,2026-07-14 00:00:00
AUB2,E107,E107.E,E107.E,PVO,PVO,REC,1920,1825,P,IN30,30,0,JOST,618598,"",3750,KG,0,$16125,$0,$0,$0,618598,0000012735,2026-04-20 00:00:00,2031-02-11 00:00:00,2026-07-14 00:00:00
AUB2,E107,E107.E,E107.E,PVO,PVO,REC,1920,1825,P,IN30,30,0,JOST,619263,"",2500,KG,0,$10750,$0,$0,$0,619263,0000011816,2026-06-10 00:00:00,2031-06-09 00:00:00,2026-07-14 00:00:00
AUBA,E107,E107.E,E107.E,PVO,PVO,REC,0,1825,P,IN30,30,0,ACD11,618597,"",1035,KG,0,$4451,$0,$0,$0,618597,0000012390,2026-04-20 00:00:00,2030-07-29 00:00:00,2026-07-14 00:00:00
SING,E107,E107.S,E107.S,PVO,PVO,RRC,0,365,P,IN30,97,18,A01,604058,"",10,KG,0,$68,$0,$0,$0,604058,603137,2023-03-21 00:00:00,2027-11-14 00:00:00,2026-07-14 00:00:00
SING,E107,E107.S,E107.S,PVO,PVO,RRC,0,365,P,IN30,97,18,A01,616301,"",14,KG,0,$95,$0,$0,$0,616301,613851,2025-10-29 00:00:00,2029-10-13 00:00:00,2026-07-14 00:00:00
SING,E107,E107.S,E107.S,PVO,PVO,RRC,0,365,P,IN30,97,18,A01,616302,"",8,KG,0,$54,$0,$0,$0,616302,615445,2025-10-29 00:00:00,2029-10-08 00:00:00,2026-07-14 00:00:00
SNG4,E107,E107.S,E107.S,PVO,PVO,RRC,0,365,P,IN30,97,18,"",604058,"",125,KG,0,$847,$0,$0,$0,604058,603137,2023-03-21 00:00:00,2027-11-14 00:00:00,2026-07-14 00:00:00
CIN2,E14,E14,E14,SYN,OXL,REC,9600,365,P,IN30,90,97,F43,618758,"",29325,LB,0,$44571,$0,$0,$0,618758,EP44604391,2026-04-29 00:00:00,2027-04-30 00:00:00,2026-07-14 00:00:00
CIN2,E14,E14,E14,SYN,OXL,REC,9600,365,P,IN30,90,97,F43,618759,"",8625,LB,0,$13109,$0,$0,$0,618759,EP45602411,2026-04-29 00:00:00,2027-04-22 00:00:00,2026-07-14 00:00:00
CIN2,E14,E14,E14,SYN,OXL,REC,9600,365,P,IN30,90,97,F43,619220,"",8625,LB,0,$13109,$0,$0,$0,619220,EP44604391,2026-06-08 00:00:00,2027-06-08 00:00:00,2026-07-14 00:00:00
CIN2,E14,E14,E14,SYN,OXL,REC,9600,365,P,IN30,90,97,F43,619221,"",32775,LB,0,$49815,$0,$0,$0,619221,EP44604429,2026-06-08 00:00:00,2027-06-08 00:00:00,2026-07-14 00:00:00
CIN2,E14,E14,E14,SYN,OXL,REC,9600,365,P,IN30,90,97,F44,618567,"",3450,LB,0,$5244,$0,$0,$0,618567,EP45603351,2026-04-16 00:00:00,2027-04-10 00:00:00,2026-07-14 00:00:00
CIN2,E14,E14,E14,SYN,OXL,REC,9600,365,P,IN30,90,97,F45,618567,"",8625,LB,0,$13109,$0,$0,$0,618567,EP45603351,2026-04-16 00:00:00,2027-04-10 00:00:00,2026-07-14 00:00:00
CINC,E14,E14,E14,SYN,OXL,REC,0,365,P,IN30,1,97,D0211,618567,"",43,LB,0,$65,$0,$0,$0,618567,EP45603351,2026-04-16 00:00:00,2027-04-10 00:00:00,2026-07-14 00:00:00
CINC,E14,E14,E14,SYN,OXL,REC,0,365,P,IN30,1,97,D0306A17,618758,"",975,LB,0,$1482,$0,$0,$0,618758,EP44604391,2026-04-29 00:00:00,2027-04-30 00:00:00,2026-07-14 00:00:00
AUB2,E14,E14.E,E14.E,SYN,OXL,REC,1100,730,P,IN30,161,0,JOST,616002,"",782,KG,0,$2367,$0,$0,$0,616002,615102,2025-10-02 00:00:00,2027-10-02 00:00:00,2026-07-14 00:00:00
AUB2,E14,E14.E,E14.E,SYN,OXL,REC,1100,730,P,IN30,161,0,JOST,618098,"",2347,KG,0,$7103,$0,$0,$0,618098,616705,2026-03-19 00:00:00,2028-03-18 00:00:00,2026-07-14 00:00:00
AUBA,E14,E14.E,E14.E,SYN,OXL,REC,0,730,P,IN30,161,0,ACD09,616002,"",441,KG,0,$1336,$0,$0,$0,616002,615102,2025-10-02 00:00:00,2027-10-02 00:00:00,2026-07-14 00:00:00
SING,E14,E14.S,E14.S,SYN,OXL,RRC,0,730,P,IN30,189,18,C04,27001190,"",181,KG,0,$525,$0,$0,$0,27001190,EP44512378,2026-04-27 00:00:00,2028-04-26 00:00:00,2026-07-14 00:00:00
SNG4,E14,E14.S,E14.S,SYN,OXL,RRC,2000,730,P,IN30,189,18,"",27001190,"",7043,KG,0,$20423,$0,$0,$0,27001190,EP44512378,2026-04-27 00:00:00,2028-04-26 00:00:00,2026-07-14 00:00:00
SNG4,E14,E14.S,E14.S,SYN,OXL,RRC,2000,730,P,IN30,189,18,"",27001289,"",3130,KG,0,$9076,$0,$0,$0,27001289,EP45602402,2026-06-10 00:00:00,2028-06-09 00:00:00,2026-07-14 00:00:00
SNG4,E14,E14.S,E14.S,SYN,OXL,RRC,2000,730,P,IN30,189,18,"",27001290,"",4695,KG,0,$13616,$0,$0,$0,27001290,EP45602411,2026-06-10 00:00:00,2028-06-09 00:00:00,2026-07-14 00:00:00
CIN2,E20,E20,E20,SYN,OXH,RRC,6955,365,P,IN30,90,97,F42,619368,"",1440,LB,0,$2189,$0,$0,$0,619368,EP45606351,2026-06-18 00:00:00,2027-06-18 00:00:00,2026-07-14 00:00:00
CINC,E20,E20,E20,SYN,OXH,RRC,0,365,P,IN30,1,97,D0308C02,619368,"",885,LB,0,$1345,$0,$0,$0,619368,EP45606351,2026-06-18 00:00:00,2027-06-18 00:00:00,2026-07-14 00:00:00
CINC,E20,E20,E20,SYN,OXH,RRC,0,365,P,IN30,1,97,D0612,619367,"",44,LB,0,$67,$0,$0,$0,619367,EP45602360,2026-06-18 00:00:00,2027-06-18 00:00:00,2026-07-14 00:00:00
AUB2,E20,E20.E,E20.E,SYN,OXH,RRC,0,730,P,IN30,161,0,JOST,614425,"",653,KG,0,$2006,$0,$0,$0,614425,612795,2025-06-02 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
AUB2,E20,E20.E,E20.E,SYN,OXH,RRC,0,730,P,IN30,161,0,JOST,614978,"",1306,KG,0,$4012,$0,$0,$0,614978,EP45502392,2025-07-11 00:00:00,2027-07-11 00:00:00,2026-07-14 00:00:00
AUB2,E20,E20.E,E20.E,SYN,OXH,RRC,0,730,P,IN30,161,0,JOST,618097,"",3919,KG,0,$12038,$0,$0,$0,618097,617082,2026-03-19 00:00:00,2028-03-18 00:00:00,2026-07-14 00:00:00
AUBA,E20,E20.E,E20.E,SYN,OXH,RRC,0,730,P,IN30,161,0,ACD11,614425,"",132,KG,0,$405,$0,$0,$0,614425,612795,2025-06-02 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
SNG4,E20,E20.S,E20.S,SYN,OXH,RRC,0,730,P,IN30,98,18,"",570899,E,653,KG,0,$2254,$0,$0,$0,570899,EP41712118,2018-08-07 00:00:00,2024-12-31 00:00:00,2026-07-14 00:00:00
CINC,E310,E310,E310,PVO,PVO,REC,0,1825,P,IN30,10,17,D0308C04,607523,"",1714,LB,0,$5639,$0,$0,$0,607523,P042330931,2024-01-03 00:00:00,2028-03-09 00:00:00,2026-07-14 00:00:00
AUB2,E310,E310.E,E310.E,PVO,PVO,REC,960,1825,P,IN30,30,0,JOST,618601,"",2000,KG,0,$9000,$0,$0,$0,618601,P0425Y124E,2026-04-20 00:00:00,2030-11-12 00:00:00,2026-07-14 00:00:00
AUB2,E310,E310.E,E310.E,PVO,PVO,REC,960,1825,P,IN30,30,0,JOST,619264,"",2500,KG,0,$11250,$0,$0,$0,619264,0000012405,2026-06-10 00:00:00,2031-06-09 00:00:00,2026-07-14 00:00:00
AUBA,E310,E310.E,E310.E,PVO,PVO,REC,0,1825,P,IN30,30,0,ACD11,618601,"",935,KG,0,$4208,$0,$0,$0,618601,P0425Y124E,2026-04-20 00:00:00,2030-11-12 00:00:00,2026-07-14 00:00:00
SING,E310,E310.S,E310.S,PVO,PVO,RRC,0,365,P,IN30,97,18,A01,604057,E,17,KG,0,$95,$0,$0,$0,604057,603055,2023-03-21 00:00:00,2026-01-03 00:00:00,2026-07-14 00:00:00
SING,E310,E310.S,E310.S,PVO,PVO,RRC,0,365,P,IN30,97,18,A01,616299,"",2,KG,0,$11,$0,$0,$0,616299,614273,2025-10-29 00:00:00,2030-05-15 00:00:00,2026-07-14 00:00:00
SING,E310,E310.S,E310.S,PVO,PVO,RRC,0,365,P,IN30,97,18,A01,616300,"",4,KG,0,$22,$0,$0,$0,616300,615132,2025-10-29 00:00:00,2030-07-24 00:00:00,2026-07-14 00:00:00
SNG4,E310,E310.S,E310.S,PVO,PVO,RRC,0,365,P,IN30,97,18,"",604057,E,70,KG,0,$391,$0,$0,$0,604057,603055,2023-03-21 00:00:00,2026-01-03 00:00:00,2026-07-14 00:00:00
CIN2,E43,E43,E43,MAP,MAP,RRC,31050,365,P,IN30,90,97,F42,619366,"",8625,LB,0,$19060,$0,$0,$0,619366,"",2026-07-14 00:00:00,2027-07-14 00:00:00,2026-07-14 00:00:00
CIN2,E43,E43,E43,MAP,MAP,RRC,31050,365,P,IN30,90,97,F42,619366,"",8625,LB,0,$19060,$0,$0,$0,619366,EP61508488,2026-06-18 00:00:00,2026-12-18 00:00:00,2026-07-14 00:00:00
CIN2,E43,E43,E43,MAP,MAP,RRC,31050,365,P,IN30,90,97,F42,619591,"",8625,LB,0,$19060,$0,$0,$0,619591,EP61509436,2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,E43,E43,E43,MAP,MAP,RRC,31050,365,P,IN30,90,97,F42,619592,"",32775,LB,0,$72429,$0,$0,$0,619592,EP61509437,2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,E43,E43,E43,MAP,MAP,RRC,31050,365,P,IN30,90,97,F45,619638,"",8625,LB,0,$19060,$0,$0,$0,619638,EP61509437,2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
CIN2,E43,E43,E43,MAP,MAP,RRC,31050,365,P,IN30,90,97,F45,619639,"",32775,LB,0,$72429,$0,$0,$0,619639,EP61510351,2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
CINC,E43,E43,E43,MAP,MAP,RRC,0,365,P,IN30,1,97,D0612,619076,"",3001,LB,0,$6632,$0,$0,$0,619076,"",2026-07-14 00:00:00,2027-07-14 00:00:00,2026-07-14 00:00:00
CINC,E43,E43,E43,MAP,MAP,RRC,0,365,P,IN30,1,97,D0612,619076,"",3001,LB,0,$6632,$0,$0,$0,619076,EP61508384,2026-05-27 00:00:00,2027-05-27 00:00:00,2026-07-14 00:00:00
CINC,E43,E43,E43,MAP,MAP,RRC,0,365,P,IN30,1,97,D0612,619366,"",10350,LB,0,$22872,$0,$0,$0,619366,"",2026-07-14 00:00:00,2027-07-14 00:00:00,2026-07-14 00:00:00
CINC,E43,E43,E43,MAP,MAP,RRC,0,365,P,IN30,1,97,D0612,619366,"",10350,LB,0,$22872,$0,$0,$0,619366,EP61508488,2026-06-18 00:00:00,2026-12-18 00:00:00,2026-07-14 00:00:00
CIN2,E43,E43,E43-SS,MAP,MAP,RRC,0,365,S,IN30,1,75,F42,619366,"",5175,LB,0,$11436,$155,$0,$0,619366,"",2026-07-14 00:00:00,2027-07-14 00:00:00,2026-07-14 00:00:00
CIN2,E43,E43,E43-SS,MAP,MAP,RRC,0,365,S,IN30,1,75,F42,619366,"",5175,LB,0,$11436,$155,$0,$0,619366,EP61508488,2026-06-18 00:00:00,2026-12-18 00:00:00,2026-07-14 00:00:00
CIN2,E43,E43,E43-SS,MAP,MAP,RRC,0,365,S,IN30,1,75,F43,619076,"",3450,LB,0,$7624,$104,$0,$0,619076,"",2026-07-14 00:00:00,2027-07-14 00:00:00,2026-07-14 00:00:00
CIN2,E43,E43,E43-SS,MAP,MAP,RRC,0,365,S,IN30,1,75,F43,619076,"",3450,LB,0,$7624,$104,$0,$0,619076,EP61508384,2026-05-27 00:00:00,2027-05-27 00:00:00,2026-07-14 00:00:00
AUB2,E43,E43.E,E43.E,MAP,MAP,RRC,2000,1095,P,IN30,161,0,JOST,614982,"",1565,KG,0,$6805,$0,$0,$0,614982,EP61504406,2025-07-11 00:00:00,2028-07-10 00:00:00,2026-07-14 00:00:00
AUB2,E43,E43.E,E43.E,MAP,MAP,RRC,2000,1095,P,IN30,161,0,JOST,614983,"",782,KG,0,$3402,$0,$0,$0,614983,EP61504406,2025-07-11 00:00:00,2028-07-10 00:00:00,2026-07-14 00:00:00
AUB2,E43,E43.E,E43.E,MAP,MAP,RRC,2000,1095,P,IN30,161,0,JOST,614986,L,782,KG,0,$3402,$0,$0,$0,614986,614373,2025-07-11 00:00:00,2027-05-16 00:00:00,2026-07-14 00:00:00
AUBA,E43,E43.E,E43.E,MAP,MAP,RRC,0,1095,P,IN30,161,0,ACD10,614205,"",350,KG,0,$1524,$0,$0,$0,614205,EP61503395,2025-05-13 00:00:00,2028-05-12 00:00:00,2026-07-14 00:00:00
SING,E43,E43.S,E43.S,MAP,MAP,RRC,0,730,P,IN30,189,18,C05,27000739,"",10,KG,0,$44,$0,$0,$0,27000739,614530,2025-09-23 00:00:00,2027-05-16 00:00:00,2026-07-14 00:00:00
SING,E43,E43.S,E43.S,MAP,MAP,RRC,0,730,P,IN30,189,18,C05,27000740,"",125,KG,0,$555,$0,$0,$0,27000740,614555,2025-09-23 00:00:00,2027-05-20 00:00:00,2026-07-14 00:00:00
SING,E43,E43.S,E43.S,MAP,MAP,RRC,0,730,P,IN30,189,18,C05,27001192,"",424,KG,0,$1877,$0,$0,$0,27001192,EP61506350,2026-04-27 00:00:00,2028-04-26 00:00:00,2026-07-14 00:00:00
SNG4,E43,E43.S,E43.S,MAP,MAP,RRC,6256,730,P,IN30,189,18,"",27001288,"",5477,KG,0,$24242,$0,$0,$0,27001288,EP61506384,2026-06-10 00:00:00,2028-06-09 00:00:00,2026-07-14 00:00:00
SING,EAC70,EAC70.S,EAC70.S,SUR,SAN,REC,0,365,P,IN30,104,18,C01,27001341,"",301,KG,0,$1137,$0,$0,$0,27001341,1000105990,2026-07-07 00:00:00,2027-03-28 00:00:00,2026-07-14 00:00:00
CINC,EC4000,EC4000,EC4000,"","",FRC,0,365,M,IN32,1,6,D0710,9720264583662,"",26400,LB,0,$12783,$346,$1230,$1096,9720264583662,"",2026-07-12 00:00:00,2027-07-12 00:00:00,2026-07-14 00:00:00
CIN2,EC4000,EC4000,EC4000-OP,"","",FRC,0,365,D,IN32,1,6,F26,9720264576782,"",1350,LB,0,$805,$49,$87,$80,9720264576782,"",2026-02-26 00:00:00,2027-02-26 00:00:00,2026-07-14 00:00:00
CIN2,EC4000,EC4000,EC4000-OP,"","",FRC,0,365,D,IN32,1,6,F26,9720264576782,"",1350,LB,0,$805,$49,$87,$80,9720264576782,"",2026-02-27 00:00:00,2027-02-26 00:00:00,2026-07-14 00:00:00
CIN2,EC4000,EC4000,EC4000-OP,"","",FRC,0,365,D,IN32,1,6,F29,9720264581485,"",2250,LB,0,$1342,$82,$144,$133,9720264581485,"",2026-05-27 00:00:00,2027-05-27 00:00:00,2026-07-14 00:00:00
CIN2,EC4000,EC4000,EC4000-OP,"","",FRC,0,365,D,IN32,1,6,F29,9720264581485,"",2250,LB,0,$1342,$82,$144,$133,9720264581485,"",2026-05-28 00:00:00,2027-05-27 00:00:00,2026-07-14 00:00:00
CINC,EC4100,EC4100,EC4100,"","",FRC,0,365,M,IN32,1,6,D0210B09,9720254572148,"",185,LB,0,$188,$5,$19,$17,9720254572148,"",2025-12-01 00:00:00,2026-12-01 00:00:00,2026-07-14 00:00:00
CINC,EC4100,EC4100,EC4100,"","",FRC,0,365,M,IN32,1,6,D0210B09,9720254572148,"",185,LB,0,$188,$5,$19,$17,9720254572148,"",2025-12-02 00:00:00,2026-12-01 00:00:00,2026-07-14 00:00:00
CINC,EC4100,EC4100,EC4100,"","",FRC,0,365,M,IN32,1,6,D0210B09,9720254572148,"",185,LB,0,$188,$5,$19,$17,9720254572148,"",2026-01-20 00:00:00,2026-12-01 00:00:00,2026-07-14 00:00:00
CINC,EC4100,EC4100,EC4100,"","",FRC,0,365,M,IN32,1,6,D0210B09,9720254572148,"",185,LB,0,$188,$5,$19,$17,9720254572148,"",2026-01-28 00:00:00,2026-12-01 00:00:00,2026-07-14 00:00:00
CIN2,EC4100,EC4100,EC4100-OP,"","",FRC,0,365,D,IN32,1,6,F26,9720254572148,"",4050,LB,0,$4567,$211,$486,$441,9720254572148,"",2025-12-01 00:00:00,2026-12-01 00:00:00,2026-07-14 00:00:00
CIN2,EC4100,EC4100,EC4100-OP,"","",FRC,0,365,D,IN32,1,6,F26,9720254572148,"",4050,LB,0,$4567,$211,$486,$441,9720254572148,"",2025-12-02 00:00:00,2026-12-01 00:00:00,2026-07-14 00:00:00
